nome, nels,runtime_leaves, runtime_tot, bandwidth
sorting_assemblyLane, 13631488, 43.1141, 57.2516
sorting_assemblyLane, 14155776, 45.0376, 57.1366
sorting_assemblyLane, 14680064, 46.422, 57.4306
sorting_assemblyLane, 15204352, 58.7531, 47.3278
sorting_assemblyLane, 15728640, 57.9771, 50.1773
sorting_assemblyLane, 16252928, 51.7192, 57.2754
sorting_assemblyLane, 16777216, 53.0555, 57.4372
sorting_assemblyLane, 17301504, 54.698, 54.6171
sorting_assemblyLane, 17825792, 56.7235, 54.546
sorting_assemblyLane, 18350080, 58.0212, 55.0278
sorting_assemblyLane, 18874368, 60.0535, 54.8428
sorting_assemblyLane, 19398656, 61.3421, 55.1946
sorting_assemblyLane, 19922944, 63.3907, 55.1965
sorting_assemblyLane, 20447232, 65.9154, 55.5587
sorting_assemblyLane, 20971520, 66.306, 55.5309
sorting_assemblyLane, 21495808, 68.4025, 55.2551
sorting_assemblyLane, 22020096, 69.6153, 55.5884
sorting_assemblyLane, 22544384, 71.2768, 55.6552
sorting_assemblyLane, 23068672, 73.3932, 55.6847
sorting_assemblyLane, 23592960, 74.594, 55.8052
sorting_assemblyLane, 24117248, 76.7324, 55.722
sorting_assemblyLane, 24641536, 77.9062, 55.9556
sorting_assemblyLane, 25165824, 79.5648, 55.8868
sorting_assemblyLane, 25690112, 81.746, 55.2087
sorting_assemblyLane, 26214400, 82.8723, 55.5039
sorting_assemblyLane, 26738688, 84.5428, 55.6171
sorting_assemblyLane, 27262976, 86.7535, 55.5167
sorting_assemblyLane, 27787264, 88.4057, 55.5698
sorting_assemblyLane, 28311552, 89.4982, 55.8262
sorting_assemblyLane, 28835840, 91.1708, 55.8545
sorting_assemblyLane, 29360128, 93.4072, 55.7257
sorting_assemblyLane, 29884416, 94.4783, 55.7698
sorting_assemblyLane, 30408704, 96.1475, 55.7856
sorting_assemblyLane, 30932992, 98.3938, 55.7373
sorting_assemblyLane, 31457280, 99.455, 55.8858
